mass,x,y,z,vx,vy,vz
4.144309478128576085e-01,-1.825354196230019252e-02,4.345928789295655514e-02,-2.615694600198963798e-02,-1.950206016992744082e+02,-8.191152936971332110e+01,0.000000000000000000e+00
1.939039832140453112e-01,3.144574449770607960e-01,1.023003692220583738e-01,-1.560591958585424988e-02,-6.927134214816125279e+01,2.129307003258172415e+02,0.000000000000000000e+00
8.448308505356173781e-02,1.180953665101490968e-01,2.921584761557962859e-02,3.167378613236397633e-03,-5.735107225404281905e+01,2.318226733212942463e+02,0.000000000000000000e+00
1.557335039837617341e-01,1.162907260283867206e-01,2.176227464588695870e-01,2.725747601540700824e-02,-2.059341661137196695e+02,1.100447176643873348e+02,0.000000000000000000e+00
1.823853991359704607e-01,-5.607962552238834331e-01,3.945851031981835177e-01,-3.661494682108980270e-02,-1.090598308348532015e+02,-1.549991224499360101e+02,0.000000000000000000e+00
1.003727951357202608e+00,7.610974118431659274e-01,6.315562573125598211e-01,-1.467743925242545600e-02,-1.099803816093180728e+02,1.325389192604410766e+02,0.000000000000000000e+00
2.191586463674708440e-01,2.238804695969863201e-01,-8.117046306212450935e-01,8.623571035916299810e-02,1.728444899588005796e+02,4.767313640875888581e+01,0.000000000000000000e+00
1.118135394188367604e+00,-4.287096576040037577e-01,1.364648429619803871e-01,-3.161716284113663331e-03,-6.385350177420737339e+01,-2.005982807605894038e+02,0.000000000000000000e+00
3.654965881958528451e-01,1.516987450562309533e-02,-1.361581720560030018e-01,2.092701562976585078e-02,2.385426320394794573e+02,2.657689757168261835e+01,0.000000000000000000e+00
1.292028876018405659e-01,1.901184699763131258e-01,-5.719793001502017082e-01,1.529800648665897711e-01,1.845800940649877475e+02,6.135201931696523303e+01,0.000000000000000000e+00
2.985018920378893492e-01,1.987252521884829912e-02,2.377483140118770155e-01,-6.095345775214267015e-02,-2.328967155605792811e+02,1.946699757935335384e+01,0.000000000000000000e+00
8.429865446476557389e-02,7.029973772386914899e-01,-1.428911883922706627e-02,2.469033578058818512e-03,3.827372441228567901e+00,1.882994198713567471e+02,0.000000000000000000e+00
8.525877344261680035e-02,-3.490059550064228411e-01,2.271032833513151328e-01,-8.142279709971212559e-03,-1.167831396986388057e+02,-1.794690530128608259e+02,0.000000000000000000e+00
4.265532762361555208e-01,4.194020134868232247e-02,-1.834908429260301566e-01,-7.477092732348340764e-02,2.319321593473697192e+02,5.301235368014890526e+01,0.000000000000000000e+00
2.701334699182171839e-01,-1.899532609778427361e-01,-8.510443603623260023e-01,5.206493649285288960e-02,1.735486293553347252e+02,-3.873608664799294843e+01,0.000000000000000000e+00
3.680670597427387891e-01,-7.898813194511317137e-01,-1.012269747712763346e+00,-5.715620729008791950e-03,1.278741798682734014e+02,-9.978113654616885242e+01,0.000000000000000000e+00
3.883447679231792904e-01,2.555021019792826364e-01,8.942127796026561048e-02,4.129228098484531706e-02,-7.618509421171657436e+01,2.176825488809581373e+02,0.000000000000000000e+00
4.742892197681856659e-01,1.037886885742532739e+00,-7.851837575096080879e-02,-2.914385763543821811e-02,1.282776827523149166e+01,1.695625048133265409e+02,0.000000000000000000e+00
2.173152355193342933e-01,4.627230789817162182e-01,4.933356026115683357e-01,4.470840245955211290e-03,-1.387843015751403470e+02,1.301724404223448914e+02,0.000000000000000000e+00
2.609375710718361274e-01,-8.269604806206958258e-01,1.110642557233644911e+00,-1.616280554370923966e-02,-1.282233200933820569e+02,-9.547231710201604926e+01,0.000000000000000000e+00
4.197592515688987613e-01,7.671355482895163280e-02,-1.902030541310912107e-02,1.024096146192708667e-02,5.496752863493035335e+01,2.216975190546330055e+02,0.000000000000000000e+00
4.462566007942105895e-01,-2.671476240707542638e-01,5.339931068138343076e-03,4.310693307034865751e-02,-4.616319415440020002e+00,-2.309465699182588310e+02,0.000000000000000000e+00
3.309521705315032758e-01,1.600872556611002029e+00,3.237137547792238390e+00,-4.234170809099529337e-02,-1.460528896334876094e+02,7.222802842821681679e+01,0.000000000000000000e+00
3.955713367300354721e-01,9.228759401854864652e-01,-4.026729000511129475e-01,-9.902821061137295766e-03,6.856896726262627340e+01,1.571514996961841462e+02,0.000000000000000000e+00
3.368303995575167020e-01,-4.016506079599498347e-01,4.163072868570094065e-01,1.725367953619189043e-02,-1.425872921257551411e+02,-1.375673075579465774e+02,0.000000000000000000e+00
3.854894905665626759e-01,6.828203332187667007e-02,1.162925120446312854e-01,-1.754457562377278318e-02,-2.068789633934917163e+02,1.214705575076778672e+02,0.000000000000000000e+00
2.721236989167796771e-01,1.013355491972084584e-02,2.828033751839439860e-03,-4.986033235951373849e-03,-3.331389337875121015e+01,1.193720435350965658e+02,0.000000000000000000e+00
3.062194251801023115e-01,6.094431297104516837e-02,3.550150025668659115e-01,-1.568314443059278408e-03,-2.173178847410545984e+02,3.730628025887394017e+01,0.000000000000000000e+00
1.599449329059001723e-01,-7.502525576844039090e-01,4.220076080031774923e-01,1.496874628068820684e-02,-8.750946821212200177e+01,-1.555758737583049083e+02,0.000000000000000000e+00
8.323558777221891358e-02,4.031727154427547921e-01,1.088732479320876773e-01,-2.077417891560161961e-02,-5.577417502021543783e+01,2.065394945184908977e+02,0.000000000000000000e+00
2.110154247170220043e-01,-1.033400740775700433e+00,-5.862653130231038068e-02,1.179769428454172098e-03,9.645657393278495917e+00,-1.700225013157104854e+02,0.000000000000000000e+00
2.673063753751978577e-01,6.685805977698693336e-01,1.440259049173318040e+00,2.496438398872490028e-02,-1.419009981521045063e+02,6.587165984003368635e+01,0.000000000000000000e+00
2.919476581342410060e-01,-2.929398023284466440e-02,4.487659752772081290e-01,1.854570975903633429e-02,-2.100491275967442277e+02,-1.371132245029138375e+01,0.000000000000000000e+00
3.652593068020528189e-01,-4.670808263839009156e-01,-4.004283658419339753e-01,-1.804992249915384622e-02,1.269359982309552635e+02,-1.480648625551766884e+02,0.000000000000000000e+00
8.610319735650809880e-01,-5.466108871348218656e-01,1.151293116326081112e+00,-4.227331938449124804e-03,-1.467438630971516034e+02,-6.967104384771329251e+01,0.000000000000000000e+00
3.477668091602161282e-01,2.621974655888143491e-01,-1.332085814671324642e-01,1.480398256221917425e-02,1.033755379537261661e+02,2.034764108799931535e+02,0.000000000000000000e+00
2.101804725437982913e-01,-8.109980207485716075e-02,2.464531738474989020e-01,-5.302511101306438268e-02,-2.200483199006487212e+02,-7.241081505361417214e+01,0.000000000000000000e+00
6.514671646933368754e-01,2.073361035507250982e-01,1.479413889400446047e-01,5.372755498437162963e-03,-1.352062123971342658e+02,1.894880766979577231e+02,0.000000000000000000e+00
3.222563152553066801e-01,5.266323657545256554e-01,-4.605071514516499431e-01,4.011517303946615653e-02,1.240897324850934780e+02,1.419080445948997351e+02,0.000000000000000000e+00
2.969339633871578843e-01,-3.674183130588825064e-01,4.431416302677965852e-02,-5.544567117560994518e-02,-2.620887116937373662e+01,-2.173034211750669442e+02,0.000000000000000000e+00
3.162452622006234337e-01,-1.027851988625157059e-01,4.840032274981407451e-02,-1.927098665121769472e-02,-1.013985616213514902e+02,-2.153347483754889140e+02,0.000000000000000000e+00
1.139149489825748152e-01,-1.465356838014325591e-01,-1.043206562575626772e-01,-1.935624899114359726e-02,1.388445171097471587e+02,-1.950301789371800396e+02,0.000000000000000000e+00
1.002729404550206649e+00,-2.962826916719230042e-01,-1.268842715536155352e-01,3.265494880344491091e-02,8.847873445738072462e+01,-2.066033660419521141e+02,0.000000000000000000e+00
6.352817330983593358e-01,9.667770843776245931e-03,-1.689744202171362302e-03,-1.807387341409014483e-02,2.687917525926637552e+01,1.537876008347054437e+02,0.000000000000000000e+00
9.200620318824562216e-02,-1.891632929085493575e-01,5.520526857102972529e-02,-1.906272629308013514e-02,-6.675232173427181692e+01,-2.287297809682634124e+02,0.000000000000000000e+00
3.007799174601349379e-01,8.461735305819808456e-03,5.944044191761389644e-03,8.598796094861185790e-02,-1.328859207774205515e+02,1.891717913280635059e+02,0.000000000000000000e+00
4.325485690697994934e-01,1.721730397961581671e+00,9.737354988940905010e-02,4.201520981100221458e-02,-8.749073647246945029e+00,1.546985405130852200e+02,0.000000000000000000e+00
4.377887696685395791e-01,8.111457668669384488e-03,2.495185547353216335e-02,-4.887940113876693138e-02,-2.025138953562185975e+02,6.583409763822152172e+01,0.000000000000000000e+00
2.337791727677135389e-01,-2.449534589670574469e-01,-2.211856819508358496e-01,3.505706009758247088e-03,1.501421739488684466e+02,-1.662758842309863496e+02,0.000000000000000000e+00
4.152201839880235723e-01,-2.020550622043632699e-02,-8.613637056072059872e-02,1.706195110624142419e-01,2.323861505973926000e+02,-5.451216229419438974e+01,0.000000000000000000e+00
1.731237501644105725e+00,-3.876643662963823872e-02,1.760066303268319546e-02,-1.217986853364052061e-02,-8.316965143197940336e+01,-1.831857706587436212e+02,0.000000000000000000e+00
4.213950181170381115e-01,-2.568239572188743547e-01,7.234634787035332248e-02,6.841052473605960249e-03,-6.274792219943797278e+01,-2.227502861015257736e+02,0.000000000000000000e+00
2.937756537508946497e-01,8.181124943327140742e-02,-1.427286231355247570e-01,5.865177840136783123e-03,2.083027976064593929e+02,1.193979999123855862e+02,0.000000000000000000e+00
1.141841384733172982e+00,9.399144392104756829e-01,1.714832803363887992e+00,4.840974701070394071e-03,-1.346652849653643500e+02,7.381118762776567621e+01,0.000000000000000000e+00
1.320521440675474223e-01,-8.676964560824539374e-01,5.436739316171487202e-01,-1.015332795018028533e-02,-9.065906495608807347e+01,-1.446906772597322401e+02,0.000000000000000000e+00
3.500982327188612020e-01,-1.179815996791766519e-01,-4.005409069597157257e-01,2.267422613875262963e-02,2.052158249143779472e+02,-6.044748709103819095e+01,0.000000000000000000e+00
1.486709769370542777e-01,-2.425470422928510228e+00,1.835269328254618859e+00,-9.510843988714864916e-03,-9.525212425402392569e+01,-1.258840904397188041e+02,0.000000000000000000e+00
3.912477425477186577e-01,-5.360886935296029776e-01,3.521821428405515209e-02,2.062166173360316379e-03,-1.323250214268889380e+01,-2.014240338418701697e+02,0.000000000000000000e+00
2.689868173087825998e-01,2.314289510802732541e-01,5.493001319581616304e-01,1.702255835131974426e-02,-1.811993828010035656e+02,7.634220466785394876e+01,0.000000000000000000e+00
2.476037338872640325e-01,1.822467392378679829e+00,-3.527457897372866524e-01,6.425623837719912634e-03,2.926491788574763575e+01,1.511977184111434553e+02,0.000000000000000000e+00
5.054953615115016508e-01,8.953076615953886597e-02,7.350455782605772592e-01,5.992177441579113473e-02,-1.842477402309487502e+02,2.244192990736239679e+01,0.000000000000000000e+00
6.054089073086668105e-01,6.512708983780077787e-01,-7.226808306010675809e-01,-3.711900106528795429e-02,1.284525606507472446e+02,1.157598361982124402e+02,0.000000000000000000e+00
4.420602973534933922e-01,1.284937030259308000e-01,1.197061997034447878e-01,4.513302324943010285e-03,-1.633731446761761106e+02,1.753661914457125590e+02,0.000000000000000000e+00
1.621189872813876276e-01,-2.312190372495419866e-01,-5.086859715514576580e-02,2.219402583884997476e-02,5.040788742081446117e+01,-2.291249189293790778e+02,0.000000000000000000e+00
3.160707186015126458e-01,-2.545675563413308737e-02,8.620041910853406542e-01,-2.512858031812156834e-02,-1.783219114124622422e+02,-5.266212589202083905e+00,0.000000000000000000e+00
3.905394146184667514e-01,9.164125342491936943e-02,-3.576350236756406509e-01,-4.546368950250218033e-02,2.122769004268153026e+02,5.439434043214254899e+01,0.000000000000000000e+00
3.756557359211723512e-01,5.872071625950660984e-02,-1.323500366349356638e-01,1.296777168519881382e-02,2.195730009873739732e+02,9.741957174362077865e+01,0.000000000000000000e+00
4.755207501039933615e-01,-1.459796526398109640e+00,-8.428502706849685389e-01,-1.365727937412000714e-02,7.766149210159420591e+01,-1.345078483663151587e+02,0.000000000000000000e+00
7.647313236108368439e-01,-1.119081132366975595e+00,-5.316250927203494125e-01,-2.218688007644451649e-02,7.011246938699699172e+01,-1.475881080653177833e+02,0.000000000000000000e+00
6.456186953147649010e-01,1.859442472871447871e-01,1.914724535739665556e-01,1.445896023503917202e-02,-1.659858843960720094e+02,1.611935281457899691e+02,0.000000000000000000e+00
1.692575058928700305e-01,-1.128910543216185669e+00,-2.231246763292924928e+00,-2.460476507102750399e-02,1.376073571040751915e+02,-6.962313573494732566e+01,0.000000000000000000e+00
5.000429558905740146e-01,7.659753245294981250e-02,-6.191522521572905696e-02,-1.554734449974468774e-02,1.477878810551992785e+02,1.828336564364545609e+02,0.000000000000000000e+00
4.193116828590642831e-01,2.741965861146756708e-02,4.326354939695565421e-03,-7.111034088751361226e-02,-3.535544845876916753e+01,2.240764662880397680e+02,0.000000000000000000e+00
3.638511360582797338e-01,-2.428704560250806097e-02,-1.698249731998127343e+00,-5.411616141967180715e-02,1.551683838190767517e+02,-2.219097428884826861e+00,0.000000000000000000e+00
1.029715614043916094e+00,-9.625056507904776459e-02,-6.144718871652306985e-02,-4.499997419325441061e-03,1.280026013851215509e+02,-2.005026262754496429e+02,0.000000000000000000e+00
3.112729051328320118e-01,1.789275378883363118e-02,-3.278346110826446669e+00,1.492846175447861204e-02,1.598910545242816852e+02,8.726629754534175332e-01,0.000000000000000000e+00
3.961825256032559528e-01,4.665561382953644198e+00,-5.071421793429763625e+00,-8.906159725808535099e-02,1.367102105129836502e+02,1.257694399726670014e+02,0.000000000000000000e+00
9.663436597419634566e-01,2.735064285115417215e-01,1.771793657506982311e-01,2.800077611132533936e-02,-1.219957435385989442e+02,1.883211398092539923e+02,0.000000000000000000e+00
5.866704483630156286e-01,-2.008897115091205610e+00,1.361521532169322146e+00,-8.840489352787493649e-03,-8.634152024048017893e+01,-1.273951434666835070e+02,0.000000000000000000e+00
4.680515131911023863e-01,6.719119619259785736e-01,5.271663401083023226e-01,-6.197372386233339359e-02,-1.103383601923257515e+02,1.406342902266671047e+02,0.000000000000000000e+00
7.125363088979816961e-01,8.955521477220371174e-02,4.868350627640914974e-01,-2.576633700147092088e-02,-2.024446414911695058e+02,3.724048396450198339e+01,0.000000000000000000e+00
2.519415576154187542e-01,-1.956296581645926291e-02,1.105274492211054949e-01,1.057075697229956437e-02,-2.340101554352069115e+02,-4.141896609162951393e+01,0.000000000000000000e+00
3.818042720311574656e-01,-5.718335238854588276e-01,1.122404360079571478e-01,2.791990576164529725e-02,-3.808326629283325815e+01,-1.940235546105262756e+02,0.000000000000000000e+00
2.546443666615121892e-01,2.452256899621051978e-01,-3.644945006294904033e-01,6.110498602028481552e-03,1.755960562527129980e+02,1.181380349355872852e+02,0.000000000000000000e+00
7.341176894046685941e-01,-4.033051360302587415e-03,-4.107588811609704654e-02,-1.564113440130732863e-03,1.963691686001402559e+02,-1.928057989411854933e+01,0.000000000000000000e+00
8.892468485444628978e-01,-6.992820153711460512e-03,2.998169692920703983e-02,-1.072853156455582657e-01,-2.312628850796455708e+02,-5.393890037007903260e+01,0.000000000000000000e+00
2.136688801617767086e-01,-1.361758513180919006e-01,-9.947273028945586848e-01,5.996583528623841003e-02,1.699233963912961087e+02,-2.326211726079375453e+01,0.000000000000000000e+00
3.046657537054284215e-01,-6.487768350321568844e-01,-1.407014917306546264e+00,-4.584830414954305100e-03,1.425524501735755507e+02,-6.573116340993416884e+01,0.000000000000000000e+00
3.818402859170780261e-01,-1.219322421260392031e-01,4.190965671159271322e-01,-8.927002504932142479e-02,-2.025821687689950750e+02,-5.893939485771681319e+01,0.000000000000000000e+00
3.429430120751658095e-01,-8.693505467573353629e-02,-5.147411888789148876e-02,-9.805462683368747906e-03,1.199925808516914287e+02,-2.026564378837388460e+02,0.000000000000000000e+00
3.472030472673537926e-01,-1.166292893652128848e-01,-2.115429174486600783e-02,-1.737076213169821970e-01,4.234346768272786932e+01,-2.334509046512485781e+02,0.000000000000000000e+00
2.139062177496601769e-01,-3.667340360535254473e-01,-1.452401046283833708e+00,8.344901007535858450e-02,1.529286255421058627e+02,-3.861476980939504244e+01,0.000000000000000000e+00
8.483266814327915240e-02,4.016513338397587757e-02,1.639783903778322671e-01,1.987707519385520372e-02,-2.330296195704571858e+02,5.707865366221982839e+01,0.000000000000000000e+00
5.300941710620792335e-01,5.739378341903619840e-02,6.007148371318433294e-02,6.718607058101530582e-02,-1.710947695915743054e+02,1.634681806255019865e+02,0.000000000000000000e+00
5.633755235345085932e-01,9.279800177664224853e-03,-1.560482029317833592e-02,-5.091604797093611523e-02,1.819240777817577168e+02,1.081857437383346507e+02,0.000000000000000000e+00
1.240893160770799863e-01,-1.023779765151603405e+00,-3.068621706279717753e-01,-3.927777647808450290e-02,4.850710119432235956e+01,-1.618335312146215870e+02,0.000000000000000000e+00
2.567986778620323096e-01,6.572448514632431120e-03,-1.314890150703702243e-01,-7.904718504222052813e-03,2.393755430278915810e+02,1.196513207868359707e+01,0.000000000000000000e+00
2.183190604155303416e-01,-2.144566239704680591e-02,-1.172852864521305577e-01,-8.133342390528544574e-02,2.362759483368871258e+02,-4.320315338653382042e+01,0.000000000000000000e+00
1.104932710502821991e-01,-4.310532439935630955e-01,-1.136599440985857079e+00,-1.457453320333443325e-02,1.534021532004669552e+02,-5.817748398266336807e+01,0.000000000000000000e+00
3.756097090373242131e-01,8.767084622503301672e-01,-6.962773572850782244e-01,-2.935821575928291433e-02,1.039311755981650975e+02,1.308635706521043858e+02,0.000000000000000000e+00
3.445804456845411035e-01,-4.013280944301450548e-02,2.166988822389921132e-01,4.029359451753811161e-02,-2.320437034914090475e+02,-4.297468283385730103e+01,0.000000000000000000e+00
5.472726769920027712e-01,-2.298001988152846564e-02,6.013528840942147236e-01,-3.116134136405433047e-02,-1.959527380486403842e+02,-7.488112114038194100e+00,0.000000000000000000e+00
3.168776089464383494e-01,1.449419946165674163e-02,1.274353549288994095e-02,9.288081188691121870e-03,-1.046761002856770943e+02,1.190561502540236489e+02,0.000000000000000000e+00
2.205143325852280123e-01,1.384346491106523080e+00,-7.028180109427027977e-01,2.006835222670497881e-02,7.104069216544050391e+01,1.399294431756157735e+02,0.000000000000000000e+00
2.822859646018767155e-01,1.395357633964895150e-01,-7.955046809792776230e-02,7.009203989443429927e-02,1.187146914827768853e+02,2.082318998052446659e+02,0.000000000000000000e+00
3.339724782653502588e-01,6.097332833664511620e-01,-6.031949347234419889e-01,2.840481463316123917e-02,1.256418554534492529e+02,1.270037539174770700e+02,0.000000000000000000e+00
2.445095530258534211e-01,7.395052096242162032e-02,5.670705274068235657e-02,1.067241604083049855e-01,-1.461189394964727626e+02,1.905507547298199142e+02,0.000000000000000000e+00
8.923882989569534629e+00,-1.659261044546373187e-01,3.971143434018958862e-01,3.480871123163692404e-02,-1.960268673916492901e+02,-8.190581633518216620e+01,0.000000000000000000e+00
2.665909712276382515e-01,8.408430390034794533e-01,4.330946846747520951e-01,4.159900780563290795e-02,-7.974344117707006774e+01,1.548199961638358104e+02,0.000000000000000000e+00
3.712543417953905189e-01,7.505553802620222766e-03,-4.131756889007839016e-03,-4.572760167212772814e-02,9.831367497558547086e+01,1.785919638751461491e+02,0.000000000000000000e+00
5.899572447338320424e-01,-1.681746513108568708e+00,-1.032539961035004783e+00,-4.454245284765418617e-02,8.031949313294263959e+01,-1.308201450872414000e+02,0.000000000000000000e+00
2.376584529954232639e-01,-1.314335681146577561e-01,-2.163067795973694918e-01,2.533104175229252547e-03,1.990892217456510878e+02,-1.209717366968716448e+02,0.000000000000000000e+00
4.032108368906004436e-01,1.340190722226371756e-01,-5.865706368216374589e-01,-4.910157093449198096e-03,1.912422462757626533e+02,4.369483708650816567e+01,0.000000000000000000e+00
2.770166021039103255e-01,9.725978488261739774e-03,-2.997098151989661674e-01,4.557294530091779428e-02,2.270708354493798709e+02,7.368747865084627868e+00,0.000000000000000000e+00
1.848306894122465627e-01,2.847471322730664167e-01,-7.029087302620455613e-02,4.918098248558314643e-03,5.472943844479348030e+01,2.217080251978161414e+02,0.000000000000000000e+00
8.273319458309248697e-02,-6.716454312514529013e-02,4.631597274601365055e-02,6.051843588115014827e-02,-1.337114046889340671e+02,-1.938999631034764093e+02,0.000000000000000000e+00
3.445576264475720962e-01,2.316369836449584385e-01,6.628632057147151313e-01,4.026781719003297288e-02,-1.777833418943873198e+02,6.212623766668975378e+01,0.000000000000000000e+00
2.536826818864738597e-01,8.194924752090275433e-02,5.462529774191249299e-01,1.474497636644084286e-02,-1.982355588936593449e+02,2.973943494088535999e+01,0.000000000000000000e+00
1.891028352040336757e-01,3.893582777904199266e-01,1.718023563262145004e+00,3.491191133956653148e-02,-1.508108045682780016e+02,3.417848066495499637e+01,0.000000000000000000e+00
6.198100437241886862e-01,2.853151643469456489e-01,-5.684877426288211799e-01,1.184661438058498134e-01,1.720576162224858763e+02,8.635304399467885617e+01,0.000000000000000000e+00
3.524753113177555575e-01,-1.771543736047041795e-01,5.651649887805139105e-01,-6.061462963278108074e-02,-1.876985893142864654e+02,-5.883525461866952355e+01,0.000000000000000000e+00
1.015125885911189130e+00,-4.151052878598828627e-02,-2.140650910160096232e-01,5.434615734534303105e-02,2.316085116314328332e+02,-4.491246911640284623e+01,0.000000000000000000e+00
3.531564886637822975e-01,-2.022583146443514626e-02,-1.022798819749116683e-01,2.128263704463600331e-02,2.320552907701765264e+02,-4.588889927248214207e+01,0.000000000000000000e+00
2.594085107023552106e-01,3.587738316532822491e-01,5.445300943451424347e-01,1.681330633512821693e-02,-1.604119971751662490e+02,1.056904429476980027e+02,0.000000000000000000e+00
4.007960249217900617e-01,1.917261564776482075e-01,-8.068986182719198874e-01,1.628220251627478243e-02,1.753723453059703843e+02,4.167000036509385552e+01,0.000000000000000000e+00
1.715920336860798923e-01,-2.127148978116681022e+00,-2.470838730229825586e+00,1.165937292528565483e-02,1.210532969861016142e+02,-1.042149751949573329e+02,0.000000000000000000e+00
9.931279433280280067e-01,1.487116245325534880e-01,1.852076443977661024e-01,-6.344807359924015122e-03,-1.829466049001115664e+02,1.468961332880002431e+02,0.000000000000000000e+00
5.939941195160914900e-01,-1.737210193825487470e-01,-4.681221092941951177e-03,-5.213673355799650772e-02,6.448056923011304065e+00,-2.392886384689531667e+02,0.000000000000000000e+00
1.660882907336160286e-01,-1.264703152376543294e+00,2.828267962711644712e-01,-7.302254351026349344e-02,-3.532100924614262283e+01,-1.579432795182851237e+02,0.000000000000000000e+00
3.086118291695253424e-01,-1.698287648367476366e-01,1.726191513683889844e-01,-4.124552858900999014e-03,-1.669065513077705987e+02,-1.642085088882595869e+02,0.000000000000000000e+00
1.439606251105152723e-01,1.122719038464907282e+00,-5.643986144576730590e-02,-1.283314017236825977e-01,8.370495454470985308e+00,1.665084634757430138e+02,0.000000000000000000e+00
1.926690794875484114e-01,3.677221022959437091e-01,3.257882530400947607e-02,6.899746525927427654e-02,-1.930252286779879256e+01,2.178704794395688111e+02,0.000000000000000000e+00
2.899001900783480523e-01,1.713826221356998247e-02,2.179913378682475991e-02,-4.147338403989132838e-02,-1.631751996947749603e+02,1.282867193929928646e+02,0.000000000000000000e+00
1.100779378033329703e-01,-1.069648016825294756e-02,-3.532832497881949751e-01,-4.069308072607050186e-02,2.209113816050680157e+02,-6.688610948004612311e+00,0.000000000000000000e+00
3.514374866579534351e-01,1.957863294375429830e-01,-1.999251788084013826e-02,-4.789032518760381364e-03,2.421349677183608051e+01,2.371222916523592232e+02,0.000000000000000000e+00
7.913100771646257581e-01,6.600922162082278888e-02,3.586253270404569649e-01,7.470106374456835993e-03,-2.163387757428892257e+02,3.981970350794235003e+01,0.000000000000000000e+00
3.956320558570726176e-01,-1.180077439356646829e-01,-2.769896518900449292e-04,-1.126991790981258026e-02,5.596903136152553415e-01,-2.384485873811615875e+02,0.000000000000000000e+00
3.278244748380798601e-01,2.226162246230332098e-01,-8.410275806949328581e-03,6.244809208449919255e-03,8.913442861236511305e+00,2.359348306415837726e+02,0.000000000000000000e+00
1.947968672863855111e-01,-3.677518749827092259e-01,2.414153289662972213e-01,-5.086819679548257311e-03,-1.161080861398268240e+02,-1.768693254127877310e+02,0.000000000000000000e+00
8.474258133941779680e-02,9.638868396208593037e-01,1.649663304832643451e+00,1.230130747273341582e-03,-1.327399026985227977e+02,7.755900548241844206e+01,0.000000000000000000e+00
3.589506777807305316e-01,5.122946584851694185e-01,1.043086450266363929e+00,-2.827298335397188112e-02,-1.487243704855370936e+02,7.304351481783113798e+01,0.000000000000000000e+00
2.101975672746487223e-01,4.751296972954744402e-01,4.738113200372852385e-02,-7.355725485845282519e-02,-2.054998475934363000e+01,2.060716497310618820e+02,0.000000000000000000e+00
1.066598215532071681e+00,-4.947512135406065825e-01,-3.141276537994457385e-01,-1.560207714319231109e-01,1.049361291316900378e+02,-1.652744564326194165e+02,0.000000000000000000e+00
1.917461332894065951e-01,1.039535566171509162e-01,-1.608820499012405536e-01,5.059391129954884936e-02,2.001195952067329245e+02,1.293068038559597142e+02,0.000000000000000000e+00
2.925074545967759065e-01,3.606951078382752713e-03,-9.864141794986053258e-02,2.519142270655541638e-02,2.354416805030938065e+02,8.609229682997298738e+00,0.000000000000000000e+00
9.436874387380498330e-01,1.549097740319720362e-01,7.492273501186970386e-02,-1.474745068054234345e-02,-1.044133540112197807e+02,2.158843917435191599e+02,0.000000000000000000e+00
4.379195417088512232e-01,-3.323640464898923730e-01,3.306653539516276052e-01,4.880353946854626424e-03,-1.470845695528192323e+02,-1.478401717282736740e+02,0.000000000000000000e+00
