mass,x,y,z,vx,vy,vz
1.610271010476266862e-01,-5.222916460297798436e-01,-4.862239113917849465e-01,-4.782871846150066331e-02,1.103896246918615134e+02,-1.185782464294825900e+02,0.000000000000000000e+00
9.903187639516222163e-01,1.065529848606626251e+00,-2.358296056933036344e-01,-3.114243630103836341e-02,3.601745386030395935e+01,1.627347509916799027e+02,0.000000000000000000e+00
8.956287931527741053e-01,-7.625968897201082855e-03,2.487795271318547774e-02,-1.553871598981447499e-02,-5.480488780506080815e+01,-1.679962875701092173e+01,0.000000000000000000e+00
1.417628493009540080e-01,3.888867280953061112e-01,1.055902076651257238e+00,2.968102334421123256e-01,-1.568280209100252591e+02,5.775946205048062865e+01,0.000000000000000000e+00
3.003620884896530674e-01,2.088992709946762560e-01,-6.214682258591509162e-02,-5.064716334028471906e-03,3.634317176005794181e+01,1.221633185802015191e+02,0.000000000000000000e+00
1.370028602017724917e-01,2.567962828316632695e+00,3.971787685083873143e+00,3.831109798522543131e-02,-1.620396430294153731e+02,1.047668740139235126e+02,0.000000000000000000e+00
9.074525886614542847e-02,-3.317320420947909021e-01,1.109084300238856624e+00,-4.905129045016986405e-02,-1.600888588195386433e+02,-4.788328898118293608e+01,0.000000000000000000e+00
3.078978003452050860e-01,-1.116304858057250854e-01,6.585972998501210540e-02,-1.254612121086193244e-02,-5.436978317302630614e+01,-9.215533240324668895e+01,0.000000000000000000e+00
1.983554769848265842e-01,-5.089873031664025535e-03,-3.202665423459179900e-02,-2.727044088203348093e-02,6.605085651745145015e+01,-1.049720869510524324e+01,0.000000000000000000e+00
1.060562099907889355e-01,1.662439361343480693e-01,-2.492671890575472726e-01,2.618078438861784832e-03,1.158756851206394884e+02,7.728104958198933616e+01,0.000000000000000000e+00
2.425722377501292604e-01,-2.187723850928534386e+00,1.377976343193118680e+00,1.730351619561543153e-02,-9.343027692086643299e+01,-1.483332034169699511e+02,0.000000000000000000e+00
1.891500695740952476e-01,3.271831770138536061e-03,2.680866313495745487e-02,8.909258162493341460e-03,-5.523319702502815431e+01,6.740870586611411142e+00,0.000000000000000000e+00
2.733875782599523019e-01,-6.274330298844279508e-01,1.011482396339590945e-01,3.371711362175557752e-02,-2.546853133926424917e+01,-1.579839435933799905e+02,0.000000000000000000e+00
1.839488166016689519e-01,9.117321720002630192e-02,-6.016506194074352359e-02,-3.587444998479952241e-02,5.622511857118151113e+01,8.520268711160599651e+01,0.000000000000000000e+00
1.595096512994427507e-01,2.217886545685477662e-01,9.154080598768841170e-01,-8.057196981664516144e-04,-1.607759361427637259e+02,3.895342430008548007e+01,0.000000000000000000e+00
2.105365452444929453e-01,3.846264290664028973e+00,3.183361575885926609e+00,-1.057332505994289240e-02,-1.241922619303479962e+02,1.500540390566705753e+02,0.000000000000000000e+00
7.198670425260047523e-01,1.760500310723803544e-02,-4.678397112758525545e-01,-4.023951507082405843e-02,1.531316876524428210e+02,5.762409158439918855e+00,0.000000000000000000e+00
3.637473866273965850e-01,4.932476770330801452e-01,8.386973028883557002e-02,8.052272228212008220e-02,-2.600716895371580861e+01,1.529511973920676553e+02,0.000000000000000000e+00
3.268210448499859200e-01,1.167623113202442831e+00,-1.103565290620420747e-01,-1.182891796777987836e-02,1.573066079626766722e+01,1.664376660609136707e+02,0.000000000000000000e+00
8.916954445715956357e-02,6.942390129623910999e-01,5.838234455975593873e-01,-6.765103276687302325e-02,-1.062500680752309137e+02,1.263446045957211794e+02,0.000000000000000000e+00
1.942225292081794508e-01,-7.631389312827852045e-01,7.981294950483472928e-01,-1.414837030869166290e-02,-1.205276704925445301e+02,-1.152436518388690843e+02,0.000000000000000000e+00
3.158310874441240257e-01,-3.494805180462668415e-01,-5.651627029019292391e-03,-1.256947585986921412e-02,2.336960901955496883e+00,-1.445110058529465960e+02,0.000000000000000000e+00
8.913822771491941577e-02,-1.467823886606780259e-01,-4.579946461089252630e-01,-7.692935295451541755e-02,1.468074230103136415e+02,-4.705020987832130430e+01,0.000000000000000000e+00
1.072314406282003363e-01,-1.887883606978508766e-01,-2.454037981135398783e-01,1.517571214689261705e-03,1.113034821106710694e+02,-8.562541447673220318e+01,0.000000000000000000e+00
2.517991043454764766e-01,2.732509584682666914e-01,-1.700532941725761138e-01,2.273821104839046994e-02,7.494605906374435733e+01,1.204274375996772619e+02,0.000000000000000000e+00
1.258961380970237409e-01,8.901125790056443887e-02,1.911608893704871415e-01,-5.878098255391285554e-02,-1.156879380308232328e+02,5.386838762864604035e+01,0.000000000000000000e+00
3.876844431449278372e-01,-1.490642389079571251e+00,-6.371052618167130088e-01,-6.487209784955223074e-03,6.653836232596523814e+01,-1.556805591280035230e+02,0.000000000000000000e+00
3.324241180925539552e-01,-5.688972679769254137e-01,-2.880998570422021454e-01,4.675763418320885711e-02,7.233560725414925230e+01,-1.428377291360797869e+02,0.000000000000000000e+00
1.126865543112297585e-01,1.964307301918272741e-01,7.675275415809884594e-01,1.830032592383964291e-02,-1.583736942275697857e+02,4.053204440874919356e+01,0.000000000000000000e+00
1.021356180474794817e+00,-4.375754844918007258e-01,-1.114485046096217596e-01,-1.595870671008497998e-02,3.756431259763932218e+01,-1.474871497117817114e+02,0.000000000000000000e+00
3.188810688516355851e-01,1.600495732872673438e+00,2.761950632019986029e-01,2.307845210053076079e-01,-2.880626497401195252e+01,1.669266048292352593e+02,0.000000000000000000e+00
3.743319320656512961e-01,-1.070423220943771847e+00,7.830502478345778838e-01,1.116576272470908571e-01,-9.918493441546129930e+01,-1.355849860972441832e+02,0.000000000000000000e+00
1.652503174170474320e-01,-2.986214979218914101e-01,-5.380903454039839273e-01,7.304853792469767626e-02,1.394829391859882435e+02,-7.740819843737621397e+01,0.000000000000000000e+00
7.171114770288116169e-01,1.418562727646835997e-01,-8.395703825160829581e-01,2.185564470166012629e-02,1.620697857318929493e+02,2.738378605352579953e+01,0.000000000000000000e+00
2.859715212385102734e-01,-2.052897553661995889e-01,-3.275034007151599313e-01,9.108689684775117534e-02,1.258299067362087271e+02,-7.887426730598915015e+01,0.000000000000000000e+00
4.914674764278988417e-01,-1.903628271188081700e-01,-1.739345849797870602e-01,2.098018285832882468e-02,9.036320951940946600e+01,-9.889807730672427510e+01,0.000000000000000000e+00
1.690227309751539120e-01,5.728113033545962907e-01,2.592325192255616195e-01,3.156494267196047199e-02,-6.589483964869755539e+01,1.456040665587556475e+02,0.000000000000000000e+00
1.305550986962035864e+00,1.169575891892338237e-02,3.948364703947209592e-02,2.773010897321569190e-02,-6.886366789639238561e+01,2.039864395464359959e+01,0.000000000000000000e+00
3.993138891920763323e-01,5.530176640584453379e-02,1.227736010514193926e-01,3.978969667782721042e-02,-1.002946278641637292e+02,4.517640628283066206e+01,0.000000000000000000e+00
9.795838695206304791e-01,-8.702426107996054372e-02,7.048514818034663787e-02,2.266364315220620318e-03,-6.360632830588458830e+01,-7.853134828724657268e+01,0.000000000000000000e+00
1.141683037033991988e-01,3.431693500285351028e-01,-2.002618727627633877e-01,-1.758345689741979551e-02,7.487356351623344608e+01,1.283035645862773606e+02,0.000000000000000000e+00
3.759590894786828952e-01,-4.351701598314806629e-01,-2.416342194761461892e-01,-1.487062969951353231e-01,7.560451268194971419e+01,-1.361596380641492203e+02,0.000000000000000000e+00
9.977570288003254628e-01,9.047284075732192621e-02,-1.643667643944457246e-01,-2.006882178527835681e-02,1.066949803332890241e+02,5.872840534923523137e+01,0.000000000000000000e+00
4.240088965413942867e-01,-7.089682382823959961e-03,5.006711180288461738e-03,-2.016744804959308413e-02,-2.840840224150079507e+01,-4.022731522614828492e+01,0.000000000000000000e+00
3.226507967405559674e-01,1.733704305797709178e-01,-2.768314977915251052e-02,1.180302066213897161e-01,1.991269710970773588e+01,1.247066500544822532e+02,0.000000000000000000e+00
1.940236852601848194e-01,1.906276903798420908e-01,-3.798878754282132841e-01,-4.223710415010278885e-02,1.346353717309117144e+02,6.756001340544254674e+01,0.000000000000000000e+00
4.082415182635938944e-01,-9.152073249532734212e-02,-2.326609600263718214e-02,4.270414223629295097e-02,2.415460413456178301e+01,-9.501581456894111000e+01,0.000000000000000000e+00
2.162128916901251974e-01,1.435550798613478563e-01,1.091249864627958255e+00,7.617613147437751753e-02,-1.653259001878182914e+02,2.174879793703611597e+01,0.000000000000000000e+00
4.331179314799735169e-01,-6.772361409783514419e-02,-6.840183286301388527e-03,-3.350942973864235765e-03,8.289602159600388376e+00,-8.207408985745433938e+01,0.000000000000000000e+00
3.186700528648023778e-01,2.035583184868722858e-03,1.742904253487925492e-01,8.029017793853643337e-02,-1.224500240579741757e+02,1.430125662154795085e+00,0.000000000000000000e+00
4.002199321129698006e-01,1.699880681129319893e-01,-5.192997383335150596e-01,-1.842445863809556994e-01,1.502309996894062465e+02,4.917675770419022285e+01,0.000000000000000000e+00
8.353664497623030094e-01,-5.041750286319136576e-01,-1.928316108978484281e-02,1.859986824395507346e-02,5.926089301426352485e+00,-1.549427622011970129e+02,0.000000000000000000e+00
2.297491273160153780e-01,7.850891464148895132e-03,1.058244161541515460e+00,-4.942671431958998302e-02,-1.664396263069702115e+02,1.234780676291273638e+00,0.000000000000000000e+00
1.965411987897335844e-01,-1.682285515292482880e-01,-1.053315300990014802e-01,-2.399577772059695996e-02,6.584344096347243180e+01,-1.051607879480670675e+02,0.000000000000000000e+00
7.647087246298402974e-01,-5.937424834814856167e-01,-6.017051037816563142e-01,-7.974550099734542194e-03,1.169342622660268916e+02,-1.153868212942733606e+02,0.000000000000000000e+00
4.257265478133022696e-01,-1.559349951378584009e+00,-1.185747752896712859e+00,7.101362170010307173e-02,1.035305154289727625e+02,-1.361506305248979913e+02,0.000000000000000000e+00
3.625696198893257338e-01,-2.474715366867172861e-01,-4.729518272604447127e-01,4.419611160189550192e-02,1.386234075945521056e+02,-7.253454944213953581e+01,0.000000000000000000e+00
7.913221335498250575e-01,2.985899588595867030e-02,9.615464985486368507e-03,-3.850152404121424954e-02,-2.201854263115185262e+01,6.837439217247731449e+01,0.000000000000000000e+00
1.021350833437803640e+00,-3.890711845658693657e-01,-8.740325969387321980e-02,8.345059120127248931e-02,3.271701845967660915e+01,-1.456381509357148900e+02,0.000000000000000000e+00
1.345169695955269751e-01,3.384266473855749441e-02,1.351442922500224464e+00,-2.274043979947178440e-01,-1.681229477909342620e+02,4.210113843668931821e+00,0.000000000000000000e+00
1.152727620231374317e+00,-9.874076677310686945e-01,1.273844795541225983e+00,-9.527621195724630954e-03,-1.337771337544530752e+02,-1.036959668074074727e+02,0.000000000000000000e+00
1.492557440037223238e-01,1.938092899596677021e-01,2.108143199209731589e-01,-7.051451990506635292e-03,-1.013596233646241274e+02,9.318359702624164242e+01,0.000000000000000000e+00
1.596980759601079880e-01,-3.595551880899730546e-01,-3.337003502301802982e-01,8.940120312917683443e-02,1.052704198263052717e+02,-1.134266882694280554e+02,0.000000000000000000e+00
1.786533341126878560e-01,6.312936418866872679e-02,-1.095497041460344601e-01,1.075384384800870743e-02,9.181850071848627692e+01,5.291154016616926015e+01,0.000000000000000000e+00
9.495408086178389606e-01,-3.859762468805338909e-01,-6.274075053907250954e-01,-6.272071404101012271e-02,1.384152779454378788e+02,-8.515200891489976698e+01,0.000000000000000000e+00
3.180494930976195400e-01,-4.893955191652485381e-02,-1.319672364209039696e-02,-1.167944528630394940e-02,1.909093945349771460e+01,-7.079802895468439772e+01,0.000000000000000000e+00
3.967412974819944371e-01,-1.780158457688966189e-01,6.927976871904953371e-02,1.653983271261419419e-02,-4.440054668336465937e+01,-1.140881532456272822e+02,0.000000000000000000e+00
1.747433004164369308e-01,3.005942406748798867e-01,-5.544366820158620479e-01,-2.159257743490825554e-01,1.414075207599838677e+02,7.666571802936476843e+01,0.000000000000000000e+00
2.055054096752904624e-01,-8.391388823554597753e-02,7.870534546005395621e-03,4.010095158604898291e-03,-8.426335277273759417e+00,-8.983971197372643758e+01,0.000000000000000000e+00
2.417184037585668466e-01,2.934053507513229575e-01,-3.554923633341445233e-01,2.420597661220139432e-02,1.178213260416313091e+02,9.724374152233855284e+01,0.000000000000000000e+00
1.189566741751367118e+00,4.108450977644053648e-01,-3.340032021845167343e-01,-8.785533114092546059e-03,9.852718920308097950e+01,1.211946844097303568e+02,0.000000000000000000e+00
3.486318515843253030e-01,1.274423176179186878e-01,7.560592786531024345e-02,-9.101297968306776287e-03,-5.726084117898418668e+01,9.651960520346371197e+01,0.000000000000000000e+00
6.631899748965456309e-01,1.610585945476386907e-02,-3.210203137005175344e-01,6.367146410266739942e-02,1.421882759188130763e+02,7.133705533039908175e+00,0.000000000000000000e+00
2.569511032448069665e-01,2.262678339840749897e-01,-6.244153637672841817e-02,-4.975087128365377614e-02,3.488425790130582982e+01,1.264092130572889943e+02,0.000000000000000000e+00
1.322953616103711649e+00,-4.013025318421688525e-01,1.915821054391846079e-01,-8.991678102012136409e-02,-6.561740165420603432e+01,-1.374472284682992154e+02,0.000000000000000000e+00
4.373162015266738867e-01,-8.030103275292200804e-01,8.519971155121474071e-01,-1.204552743673495407e-02,-1.216508485462225764e+02,-1.146563596950545900e+02,0.000000000000000000e+00
8.380214671749651456e-02,-3.520714302775286297e-01,9.296505484171585509e-02,-7.908163033750591903e-03,-3.723178358472698335e+01,-1.410018777569335100e+02,0.000000000000000000e+00
6.883091201870660258e-01,3.773225669011549127e-02,1.870943960491642244e-01,5.046740258763367931e-02,-1.211374557168361719e+02,2.443039273444651371e+01,0.000000000000000000e+00
9.638812899822590818e-01,2.014799985992447584e-01,-1.633667466651461009e+00,8.180070900041393200e-03,1.681461378940331315e+02,2.073744156563168062e+01,0.000000000000000000e+00
1.717919750281635127e-01,4.578470139173759605e-03,-1.741357496981604108e-02,6.040291960804451687e-02,7.714410444882022944e+01,2.028313997811767067e+01,0.000000000000000000e+00
6.295036865079151056e-01,-5.432146996794086358e-02,-2.178554478981410691e-01,7.457138157460618810e-02,1.267190526232257639e+02,-3.159693860241175400e+01,0.000000000000000000e+00
6.245214749962437750e-01,6.691193594759692678e-03,2.148320812862900345e-02,-1.739950578615492849e-02,-5.312981003506281752e+01,1.654789370697674400e+01,0.000000000000000000e+00
2.247215431261908591e-01,3.059453693554401443e-01,4.553299903766936940e-01,-4.060118326287886353e-02,-1.303605205743035924e+02,8.759185307226846362e+01,0.000000000000000000e+00
4.025663395229734376e-01,2.933802900862165774e-01,2.346629777355750679e-01,1.242457749203954021e-02,-9.171217098203803175e+01,1.146603677614032080e+02,0.000000000000000000e+00
1.628107710598155344e-01,-5.066580790692819525e-01,1.131471435539146420e-01,7.166207716764325109e-02,-3.398916499340029418e+01,-1.521990260100496357e+02,0.000000000000000000e+00
6.078226491012057586e-01,2.048279590686842011e-01,-1.878594794104888888e-01,-2.670784251781398166e-02,9.244027734075626768e+01,1.007899809094917885e+02,0.000000000000000000e+00
2.508458923691017084e-01,-1.102969305887050860e-01,-5.569568513440253943e-02,-3.618909970545963056e-02,4.802750897284785481e+01,-9.511126060741358401e+01,0.000000000000000000e+00
7.285870325833010419e-01,-9.148573896160904287e-03,-3.502718067346805575e-01,1.015835057846125877e-01,1.458367554802178461e+02,-3.809037178084199837e+00,0.000000000000000000e+00
6.008037654078786094e-01,5.858000283000490693e-01,-4.008197462900385255e-01,-8.821643807981376789e-03,9.141880051342265290e+01,1.336090260612254497e+02,0.000000000000000000e+00
2.130534445632003560e-01,-1.262807337423873244e-01,1.286394422595809606e-01,8.850405275889289269e-02,-8.866551534358356434e+01,-8.703976120046267795e+01,0.000000000000000000e+00
5.774301691911430945e-01,-6.459960636455317484e-01,1.031049323321314937e+00,-1.061136465031187748e-01,-1.418961952802533801e+02,-8.890397532296830718e+01,0.000000000000000000e+00
1.169857306028049715e+00,-6.223566132184435995e-01,4.782022499467666887e-01,-4.043737509514810924e-03,-9.952673600006025367e+01,-1.295291319699539656e+02,0.000000000000000000e+00
6.982296906046339124e-01,1.534221521834150566e-02,-1.077079118859377259e-02,2.548899445201219249e-02,3.360262731436883854e+01,4.786451906195350858e+01,0.000000000000000000e+00
1.119108594796133366e-01,-1.307882738255697896e-01,1.253197490185651297e-01,-8.164889697415654568e-04,-8.313932059219577297e+01,-8.676723591006467018e+01,0.000000000000000000e+00
3.544186400969209227e-01,-1.349877222830766277e+00,5.151704492661951740e+00,-9.474719068299330971e-03,-1.904756127685143383e+02,-4.990944095244368839e+01,0.000000000000000000e+00
3.635539820747002437e-01,1.309111945795073118e-01,-9.290136849084193460e-02,-1.279509258996860688e-01,7.240529380359706124e+01,1.020293205545565485e+02,0.000000000000000000e+00
1.712707312400713056e-01,5.832955632164508325e-02,-5.295184218715430768e-01,1.413561681897528288e-01,1.561540528457715311e+02,1.720128374028542595e+01,0.000000000000000000e+00
1.293022158495772955e-01,6.697623932654188650e-01,2.711404754970855313e-01,-1.422506043473360793e-03,-6.085265087531219308e+01,1.503162411000203917e+02,0.000000000000000000e+00
1.578673686465212056e-01,2.200114935109173664e-02,-1.280070842595906866e+00,-5.580664809141167026e-02,1.677287894813069897e+02,2.882829625563927411e+00,0.000000000000000000e+00
1.042033658106870792e-01,-1.042228612543838195e-01,3.225824465965914101e-01,3.869243226440398087e-01,-1.479765728142989190e+02,-4.780961264333985383e+01,0.000000000000000000e+00
2.767204668719608351e-01,-5.091479345474817508e-01,-8.925631840220460411e-02,1.127445485492719890e-01,2.696618167049676629e+01,-1.538241319600122665e+02,0.000000000000000000e+00
5.793000348239795150e-01,-7.197193127259126078e-01,-9.260513990308456567e-01,3.887165257929168366e-02,1.320036590082753207e+02,-1.025921270009086470e+02,0.000000000000000000e+00
3.772866668314202587e-01,-2.267312680482967413e-01,-3.236722477027533240e-01,3.128953680202548743e-02,1.215903469000641621e+02,-8.517360920112436418e+01,0.000000000000000000e+00
4.013062773412489626e-01,-6.342843314545714151e-01,3.604484770792366066e-01,-3.206764777749213646e-01,-8.080583715488469920e+01,-1.421947369919001858e+02,0.000000000000000000e+00
2.667373451284204555e-01,1.817404193325582217e-03,-9.375758343465715762e-05,-1.895518557886556946e-02,2.370659433492879220e+00,4.595304441031706233e+01,0.000000000000000000e+00
3.588909625807479853e-01,3.489433854038566651e-01,1.139978443281878251e-01,1.303458707051615567e-02,-4.537127109061609787e+01,1.388798624021085004e+02,0.000000000000000000e+00
4.033199845352838375e-01,-7.991078073901290019e-03,-1.316737605261531219e-01,6.598086903262230518e-02,1.117606978337670682e+02,-6.782584916042840639e+00,0.000000000000000000e+00
1.661367586261568163e-01,-1.643886145010449093e-02,-6.147757068958979720e-02,5.687373856538524564e-02,8.758283656397054528e+01,-2.341930722916572805e+01,0.000000000000000000e+00
1.292802987852094687e-01,-1.703771937849672680e-01,5.301406897978594435e-01,-9.654677570046601986e-02,-1.500863567655403017e+02,-4.823491722710895147e+01,0.000000000000000000e+00
1.385890898910451030e+00,-4.633037604721870761e-01,1.920423871320662002e-01,2.244528365666590974e-01,-6.012912636183050807e+01,-1.450619874777207770e+02,0.000000000000000000e+00
1.658189183175363679e-01,-7.304290283351589919e-01,3.340914640271992475e-01,5.266019772789516662e-02,-6.808205826806913308e+01,-1.488487944838807380e+02,0.000000000000000000e+00
1.527921303373891426e-01,-4.193000861458868189e-01,2.934485849541607627e-01,1.975785199270926884e-02,-8.910512798831206283e+01,-1.273197069509664061e+02,0.000000000000000000e+00
1.386981904124949538e-01,-1.668561560772645336e-01,3.644276512627613041e-02,-1.723828563920319634e-02,-2.518472804705615786e+01,-1.153103201478296853e+02,0.000000000000000000e+00
1.208962644277635778e-01,2.972734787703490866e+00,-5.383143508951007128e-01,1.557754205212963025e-02,3.187362479923882219e+01,1.760158039505245711e+02,0.000000000000000000e+00
7.134535566293078723e-01,2.254002778340145896e-01,-1.595460192941209054e-01,3.599928538918245602e-03,7.878456721364935333e+01,1.113037067145649957e+02,0.000000000000000000e+00
4.076986742252154960e-01,2.469679578213785365e-01,2.564683166191122909e-01,-1.107674904712168118e-01,-1.055816954775257415e+02,1.016706315194804375e+02,0.000000000000000000e+00
9.381850345390352341e-02,-2.833747772483650174e-01,-1.147779771543034066e-01,-1.046741003721959884e-02,5.256156802815031170e+01,-1.297689940272956903e+02,0.000000000000000000e+00
8.778116125926272995e-01,1.906581516447041214e-01,-5.431565382014728882e-02,-2.782499478636532575e-02,3.400796700080841362e+01,1.193743547861547682e+02,0.000000000000000000e+00
3.915024955004474672e-01,-5.955179195049643132e-02,1.676997362544208753e-02,-5.000192399153750161e-02,-2.386878136454797428e+01,-8.476034212581987504e+01,0.000000000000000000e+00
3.131606936394399909e-01,-4.012621136475924555e-02,-1.066658261561074100e-01,-1.801432366062309665e-02,9.567371428298679348e+01,-3.599113061527533119e+01,0.000000000000000000e+00
8.520029640608542398e-02,2.330975333776494351e-01,3.129885991282314039e-01,-3.145188672091335791e-01,-1.242143874278680187e+02,9.250837698273241472e+01,0.000000000000000000e+00
6.199689402096132396e-01,1.054538232966479444e-02,-8.855491920820464380e-02,1.985382782547559510e-02,9.256270448741796031e+01,1.102264128311874281e+01,0.000000000000000000e+00
